date_bjt,generated_at_bjt,investment_monetization_gap_ppt,investment_cash_flow_gap_ppt,price_fundamental_gap_points,liquidity_stress_score,nvidia_demand_quality_score,compute_demand_score,compute_coverage_pct
2026-09-11,2026-09-11T23:36:32+08:00,24.94,173.57,-32.4,24.8,65.6,84.3,70.0
