date,bubble_proxy,breakdown_proxy,market_heat_proxy,market_breakdown_proxy,liquidity_stress_proxy,semiconductor_strength_proxy,tsmc_3m_yoy,ndx_close,ndx_dd,ndx_dist200,sox_dd,sox_dist200,vix,baa10y_proxy,dfii10,event_bucket
2018-07-31,36.735893921452224,23.175184556047455,42.66696577230193,9.329227788367566,10.484377289377292,23.4625,-1.23,7231.97998046875,-3.683912279633894,7.319306677366422,-5.424306825274494,3.1606842740390606,12.83,1.83,0.84,Normal/control
2018-08-31,43.08353138311265,22.85826562777899,52.40388958083122,1.6732611506963504,16.88656602847324,19.025,-4.78,7654.5498046875,-0.07350181019959434,11.209237345536849,-3.091505117049964,4.755771845785084,12.86,1.92,0.78,Normal/control
2018-09-30,42.13475164643074,20.012533071046867,47.63376978390965,3.6121429664554685,12.013053531834021,29.0875,3.27,7627.64990234375,-0.42466721005269825,9.03367013297991,-5.474793059206595,1.5247613512392677,12.12,1.84,0.91,Normal/control
2018-10-31,22.105098365765052,47.37970040237835,21.248433076100234,45.89937274794002,36.74995047372954,30.6875,4.55,6967.10009765625,-9.04782997554381,-1.4111639377047958,-16.84763617627395,-10.413510442202156,21.23,2.03,1.1,Normal/control
2018-11-30,20.39249437859231,46.35046237953382,18.44449385816409,54.5441790095581,24.258805214950513,33.425000000000004,6.74,6949.009765625,-9.283990635164386,-1.8089046847011292,-14.267933145082157,-6.826669234575311,18.07,2.27,1.04,Normal/control
2018-12-31,12.251579801496224,60.743209407371346,9.463968925378806,75.51722810768229,36.744162168326625,30.5,4.4,6329.97021484375,-17.36525682702801,-10.057065744083982,-20.107197977713952,-11.813287412347917,25.42,2.45,0.98,Normal/control
2019-01-31,18.113185593284182,43.38503983768647,19.65874706659105,50.08425519485882,17.663214285714282,26.674999999999997,1.34,6906.83984375,-9.834498859609631,-1.8468209434985838,-12.020890494429926,-1.8606375493236404,16.57,2.38,0.78,Normal/control
2019-02-28,20.539677143198826,39.690793814582314,23.979061477209342,42.1867124406095,14.640780618022976,22.087500000000002,-2.33,7097.52978515625,-7.345132591057057,0.4676834296505561,-6.61871994095643,3.830230372705845,14.78,2.22,0.78,Normal/control
2019-03-31,26.988370888547628,37.54221768528616,34.2836114997618,29.60823634476921,17.88146094325718,10.200000000000001,-11.84,7378.77001953125,-3.673675420060196,4.0829380009634875,-3.4850275812712272,7.4627525927375205,13.71,2.26,0.53,Normal/control
2019-04-30,34.458085661724816,34.72058005316919,45.80970732802815,24.309995474704333,15.12452025586354,7.562500000000001,-13.95,7781.4599609375,-0.7345297107563487,8.977779971072696,-2.066680433013046,18.36874191157465,13.12,2.14,0.56,Normal/control
2019-05-31,17.228046399898204,51.41295343710487,22.75865669291531,51.40222392711545,29.455579056865467,10.1375,-11.89,7127.9599609375,-9.148543492040574,-0.33166310947981836,-18.428966420869784,-1.833369953228936,18.71,2.37,0.4,Normal/control
2019-06-30,33.09238392612175,32.806872477172476,39.04297046538618,28.705962830084577,16.333397724669773,29.1375,3.31,7671.080078125,-2.226050383820566,7.233738009441559,-8.184922593493615,10.29693760905257,15.08,2.31,0.31,Normal/control
2019-07-31,39.368542120257345,29.352575090956396,45.93754620646197,22.441567573440953,20.153913379737048,39.0,11.2,7848.77978515625,-2.097685604365851,9.018896938936937,-4.906232794093257,14.923007299668578,16.12,2.13,0.26,Normal/control
2019-08-31,36.45623881435813,30.337526095958786,41.61276987468439,25.09647890085611,23.933173115924387,46.662499999999994,17.33,7691.0,-4.065763006773859,5.86923197350675,-7.2193915103327955,9.855375394127819,18.98,2.26,-0.05,Normal/control
2019-09-30,34.79739635809094,28.492608104000034,40.558130964736286,22.751542186385738,18.269754628932716,40.7,12.56,7749.4501953125,-3.336680327095043,5.150148684226052,-3.9006928872267865,10.786941790209625,16.24,2.2,0.15,Normal/control
2019-10-31,44.01421321984459,24.299394294881886,51.042099060743716,15.058098433070848,13.86642857142858,36.65,9.32,8083.830078125,-0.3309201830247188,7.278275616933061,-1.5707229164557912,13.304504851002674,13.22,2.18,0.15,Normal/control
2019-11-30,46.41820580218274,23.781575579886944,54.7325408602285,12.643085252329028,13.977677760968232,34.0,7.2,8403.6796875,-0.485869539952144,9.438309387393184,-1.4969096341574728,14.305297748893109,12.62,2.08,0.17,Normal/control
2019-12-31,55.47632220260344,21.52102274347358,63.05861725461192,9.358545585392514,13.37050637156271,36.85,9.48,8733.0703125,-0.515352727653795,11.605973732575258,-0.7975368704080998,19.533483058890155,13.78,1.98,0.15,Normal/control
2020-01-31,54.941038717078335,27.116788460062825,61.1104380213618,14.363166193884595,29.18103906518501,47.79999999999999,18.24,8991.509765625,-2.446253454582592,12.570972752301701,-7.990250790152976,12.321236594736718,18.84,2.13,-0.14,Normal/control
