month,revenue_twd_mn,yoy_pct_reported,source,source_url,fetched_at_bjt,rolling_3m_yoy_pct
2016-11,93030.0,46.7,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2016,2026-09-11T22:34:20+08:00,30.59
2016-12,78112.0,33.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2016,2026-09-11T22:34:20+08:00,28.85
2017-01,76616.0,8.1,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2017,2026-09-11T22:34:23+08:00,28.62
2017-02,71423.0,19.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2017,2026-09-11T22:34:23+08:00,19.81
2017-03,85875.0,17.5,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2017,2026-09-11T22:34:23+08:00,14.95
2017-04,56872.0,-14.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2017,2026-09-11T22:34:23+08:00,7.36
2017-05,72796.0,-1.1,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2017,2026-09-11T22:34:23+08:00,0.95
2017-06,84187.0,3.4,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2017,2026-09-11T22:34:23+08:00,-3.59
2017-07,71611.0,-6.3,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2017,2026-09-11T22:34:23+08:00,-1.2
2017-08,91917.0,-2.5,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2017,2026-09-11T22:34:23+08:00,-1.74
2017-09,88579.0,-1.3,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2017,2026-09-11T22:34:23+08:00,-3.19
2017-10,94520.0,3.8,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2017,2026-09-11T22:34:23+08:00,-0.03
2017-11,93153.0,0.1,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2017,2026-09-11T22:34:23+08:00,0.89
2017-12,89897.0,15.1,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2017,2026-09-11T22:34:23+08:00,5.85
2018-01,79741.0,4.1,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2018,2026-09-11T22:34:26+08:00,6.07
2018-02,64641.0,-9.5,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2018,2026-09-11T22:34:26+08:00,3.59
2018-03,103697.0,20.8,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2018,2026-09-11T22:34:26+08:00,6.06
2018-04,81870.0,44.0,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2018,2026-09-11T22:34:26+08:00,16.83
2018-05,80969.0,11.2,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2018,2026-09-11T22:34:26+08:00,23.66
2018-06,70438.0,-16.3,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2018,2026-09-11T22:34:26+08:00,9.08
2018-07,74371.0,3.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2018,2026-09-11T22:34:26+08:00,-1.23
2018-08,91055.0,-0.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2018,2026-09-11T22:34:26+08:00,-4.78
2018-09,94922.0,7.2,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2018,2026-09-11T22:34:26+08:00,3.27
2018-10,101550.0,7.4,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2018,2026-09-11T22:34:26+08:00,4.55
2018-11,98389.0,5.6,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2018,2026-09-11T22:34:26+08:00,6.74
2018-12,89831.0,-0.1,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2018,2026-09-11T22:34:26+08:00,4.4
2019-01,78094.0,-2.1,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2019,2026-09-11T22:34:29+08:00,1.34
2019-02,60889.0,-5.8,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2019,2026-09-11T22:34:29+08:00,-2.33
2019-03,79722.0,-23.1,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2019,2026-09-11T22:34:29+08:00,-11.84
2019-04,74694.0,-8.8,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2019,2026-09-11T22:34:29+08:00,-13.95
2019-05,80437.0,-0.7,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2019,2026-09-11T22:34:29+08:00,-11.89
2019-06,85868.0,21.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2019,2026-09-11T22:34:29+08:00,3.31
2019-07,84758.0,14.0,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2019,2026-09-11T22:34:29+08:00,11.2
2019-08,106118.0,16.5,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2019,2026-09-11T22:34:29+08:00,17.33
2019-09,102170.0,7.6,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2019,2026-09-11T22:34:29+08:00,12.56
2019-10,106040.0,4.4,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2019,2026-09-11T22:34:29+08:00,9.32
2019-11,107884.0,9.7,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2019,2026-09-11T22:34:29+08:00,7.2
2019-12,103313.0,15.0,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2019,2026-09-11T22:34:29+08:00,9.48
2020-01,103683.0,32.8,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2020,2026-09-11T22:34:32+08:00,18.24
2020-02,93394.0,53.4,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2020,2026-09-11T22:34:32+08:00,31.28
2020-03,113520.0,42.4,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2020,2026-09-11T22:34:32+08:00,42.02
2020-04,96002.0,28.5,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2020,2026-09-11T22:34:32+08:00,40.69
2020-05,93819.0,16.6,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2020,2026-09-11T22:34:32+08:00,29.16
2020-06,120878.0,40.8,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2020,2026-09-11T22:34:32+08:00,28.92
2020-07,105963.0,25.0,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2020,2026-09-11T22:34:32+08:00,27.72
2020-08,122878.0,15.8,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2020,2026-09-11T22:34:32+08:00,26.37
2020-09,127585.0,24.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2020,2026-09-11T22:34:32+08:00,21.63
2020-10,119303.0,12.5,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2020,2026-09-11T22:34:32+08:00,17.64
2020-11,124865.0,15.7,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2020,2026-09-11T22:34:32+08:00,17.61
2020-12,117365.0,13.6,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2020,2026-09-11T22:34:32+08:00,13.96
2021-01,126749.0,22.2,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2021,2026-09-11T22:34:34+08:00,17.18
2021-02,106534.0,14.1,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2021,2026-09-11T22:34:34+08:00,16.73
2021-03,129127.0,13.7,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2021,2026-09-11T22:34:34+08:00,16.68
2021-04,111315.0,16.0,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2021,2026-09-11T22:34:34+08:00,14.55
2021-05,112360.0,19.8,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2021,2026-09-11T22:34:34+08:00,16.31
2021-06,148471.0,22.8,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2021,2026-09-11T22:34:34+08:00,19.78
2021-07,124558.0,17.5,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2021,2026-09-11T22:34:34+08:00,20.19
2021-08,137427.0,11.8,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2021,2026-09-11T22:34:34+08:00,17.37
2021-09,152685.0,19.7,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2021,2026-09-11T22:34:34+08:00,16.34
2021-10,134539.0,12.8,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2021,2026-09-11T22:34:34+08:00,14.84
2021-11,148268.0,18.7,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2021,2026-09-11T22:34:34+08:00,17.15
2021-12,155382.0,32.4,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2021,2026-09-11T22:34:34+08:00,21.2
2022-01,172176.0,35.8,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2022,2026-09-11T22:34:37+08:00,28.96
2022-02,146933.0,37.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2022,2026-09-11T22:34:37+08:00,35.32
2022-03,171967.0,33.2,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2022,2026-09-11T22:34:37+08:00,35.5
2022-04,172561.0,55.0,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2022,2026-09-11T22:34:37+08:00,41.64
2022-05,185705.0,65.3,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2022,2026-09-11T22:34:37+08:00,50.29
2022-06,175874.0,18.5,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2022,2026-09-11T22:34:37+08:00,43.53
2022-07,186763.0,49.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2022,2026-09-11T22:34:37+08:00,42.28
2022-08,218132.0,58.7,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2022,2026-09-11T22:34:37+08:00,41.49
2022-09,208248.0,36.4,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2022,2026-09-11T22:34:37+08:00,47.86
2022-10,210266.0,56.3,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2022,2026-09-11T22:34:37+08:00,49.92
2022-11,222706.0,50.2,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2022,2026-09-11T22:34:37+08:00,47.24
2022-12,192560.0,23.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2022,2026-09-11T22:34:37+08:00,42.75
2023-01,200051.0,16.2,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2023,2026-09-11T22:34:40+08:00,29.32
2023-02,163174.0,11.1,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2023,2026-09-11T22:34:40+08:00,17.13
2023-03,145408.0,-15.4,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2023,2026-09-11T22:34:40+08:00,3.58
2023-04,147900.0,-14.3,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2023,2026-09-11T22:34:40+08:00,-7.12
2023-05,176537.0,-4.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2023,2026-09-11T22:34:40+08:00,-11.39
2023-06,156404.0,-11.1,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2023,2026-09-11T22:34:40+08:00,-9.98
2023-07,177616.0,-4.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2023,2026-09-11T22:34:40+08:00,-6.89
2023-08,188686.0,-13.5,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2023,2026-09-11T22:34:40+08:00,-10.0
2023-09,180430.0,-13.4,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2023,2026-09-11T22:34:40+08:00,-10.83
2023-10,243203.0,15.7,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2023,2026-09-11T22:34:40+08:00,-3.82
2023-11,206026.0,-7.5,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2023,2026-09-11T22:34:40+08:00,-1.8
2023-12,176300.0,-8.4,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2023,2026-09-11T22:34:40+08:00,-0.0
2024-01,215785.0,7.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2024,2026-09-11T22:34:40+08:00,-2.8
2024-02,181648.0,11.3,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2024,2026-09-11T22:34:40+08:00,3.23
2024-03,195211.0,34.3,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2024,2026-09-11T22:34:40+08:00,16.52
2024-04,236021.0,59.6,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2024,2026-09-11T22:34:40+08:00,34.26
2024-05,229620.0,30.1,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2024,2026-09-11T22:34:40+08:00,40.65
2024-06,207869.0,32.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2024,2026-09-11T22:34:40+08:00,40.07
2024-07,256953.0,44.7,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2024,2026-09-11T22:34:40+08:00,36.02
2024-08,250866.0,33.0,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2024,2026-09-11T22:34:40+08:00,36.92
2024-09,251873.0,39.6,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2024,2026-09-11T22:34:40+08:00,38.95
2024-10,314240.0,29.2,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2024,2026-09-11T22:34:40+08:00,33.42
2024-11,276058.0,34.0,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2024,2026-09-11T22:34:40+08:00,33.75
2024-12,278163.0,57.8,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2024,2026-09-11T22:34:40+08:00,38.84
2025-01,293288.0,35.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2025,2026-09-11T22:36:13+08:00,41.7
2025-02,260009.0,43.1,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2025,2026-09-11T22:36:13+08:00,44.92
2025-03,285957.0,46.5,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2025,2026-09-11T22:36:13+08:00,41.61
2025-04,349567.0,48.1,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2025,2026-09-11T22:36:13+08:00,46.12
2025-05,320516.0,39.6,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2025,2026-09-11T22:36:13+08:00,44.67
2025-06,263709.0,26.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2025,2026-09-11T22:36:13+08:00,38.65
2025-07,323166.0,25.8,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2025,2026-09-11T22:36:13+08:00,30.66
2025-08,335772.0,33.8,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2025,2026-09-11T22:36:13+08:00,28.92
2025-09,330980.0,31.4,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2025,2026-09-11T22:36:13+08:00,30.31
2025-10,367473.0,16.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2025,2026-09-11T22:36:13+08:00,26.59
2025-11,343614.0,24.5,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2025,2026-09-11T22:36:13+08:00,23.74
2025-12,335003.0,20.4,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2025,2026-09-11T22:36:13+08:00,20.45
2026-01,401255.0,36.8,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2026,2026-09-11T22:36:13+08:00,27.42
2026-02,317657.0,22.2,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2026,2026-09-11T22:36:13+08:00,26.75
2026-03,415191.0,45.2,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2026,2026-09-11T22:36:13+08:00,35.13
2026-04,410726.0,17.5,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2026,2026-09-11T22:36:13+08:00,27.7
2026-05,416975.0,30.1,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2026,2026-09-11T22:36:13+08:00,30.0
2026-06,442680.0,67.9,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2026,2026-09-11T22:36:13+08:00,36.05
2026-07,467580.0,44.7,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2026,2026-09-11T22:36:13+08:00,46.27
2026-08,514806.0,53.3,TSMC Investor Relations,https://investor.tsmc.com/english/monthly-revenue/2026,2026-09-11T22:36:13+08:00,54.45
