ticker,company,fiscal_year,fiscal_quarter,period_end,calendar_quarter,revenue_usd,cfo_usd,cash_capex_usd,da_usd,fcf_usd,capex_revenue_pct,fcf_margin_pct,source,source_symbol,fetched_at_bjt
GOOGL,Alphabet,2025,Q2,2025-06-30,2025Q2,96428000000.0,27747000000.0,22446000000.0,4998000000.0,5301000000.0,23.27747127390385,5.497365910316505,Yahoo Finance quarterly financial statements,GOOGL,2026-09-11T22:27:02+08:00
GOOGL,Alphabet,2025,Q3,2025-09-30,2025Q3,102346000000.0,48414000000.0,23953000000.0,5611000000.0,24461000000.0,23.4039434858226,23.900298985793288,Yahoo Finance quarterly financial statements,GOOGL,2026-09-11T22:27:02+08:00
GOOGL,Alphabet,2025,Q4,2025-12-31,2025Q4,113829000000.0,52402000000.0,27851000000.0,6040000000.0,24551000000.0,24.46740285867397,21.568317388363248,Yahoo Finance quarterly financial statements,GOOGL,2026-09-11T22:27:02+08:00
GOOGL,Alphabet,2026,Q1,2026-03-31,2026Q1,109896000000.0,45790000000.0,35674000000.0,6482000000.0,10116000000.0,32.46160005823688,9.205066608429789,Yahoo Finance quarterly financial statements,GOOGL,2026-09-11T22:27:02+08:00
GOOGL,Alphabet,2026,Q2,2026-06-30,2026Q2,119796000000.0,39069000000.0,44924000000.0,7104000000.0,-5855000000.0,37.500417376206215,-4.8874753748038335,Yahoo Finance quarterly financial statements,GOOGL,2026-09-11T22:27:02+08:00
