date_bjt,generated_at_bjt,bubble_score,bubble_label,breakdown_score,breakdown_label,regime,coverage_pct
2026-09-11,2026-09-11T23:48:46+08:00,58.2,high,26.3,stable,Speculative Expansion,92.5
